Date,Gold,Silver,Oil
2020-12-04,886.72,8.73,40.51
2020-12-07,890.66,8.74,41.01
2020-12-08,892.14,8.78,40.77
2020-12-09,890.31,8.78,40.60
2020-12-10,884.70,8.68,41.30
2020-12-11,883.79,8.69,41.68
2020-12-14,885.16,8.74,41.47
2020-12-15,883.52,8.74,41.39
2020-12-16,876.73,8.80,41.22
2020-12-17,876.85,8.76,41.31
2020-12-18,876.86,8.72,41.85
2020-12-21,878.87,8.69,41.81
2020-12-22,879.33,8.77,42.30
2020-12-23,881.45,8.63,41.93
2020-12-24,883.36,8.54,42.05
2020-12-25,875.82,8.63,42.00
2020-12-28,874.81,8.56,41.73
2020-12-29,865.53,8.56,41.68
2020-12-30,868.14,8.55,41.98
2020-12-31,870.21,8.58,42.10
2021-01-01,867.87,8.57,42.11
2021-01-04,869.27,8.47,42.59
2021-01-05,865.21,8.50,42.65
2021-01-06,861.82,8.58,42.80
2021-01-07,859.39,8.50,42.98
2021-01-08,861.21,8.48,43.35
2021-01-11,866.77,8.56,43.21
2021-01-12,863.06,8.58,43.19
2021-01-13,862.36,8.49,43.11
2021-01-14,861.13,8.47,42.84
2021-01-15,861.84,8.41,42.72
2021-01-18,865.05,8.43,43.02
2021-01-19,863.89,8.33,43.48
2021-01-20,871.36,8.26,43.63
2021-01-21,873.28,8.19,43.42
2021-01-22,859.55,8.25,43.23
2021-01-25,862.08,8.35,43.48
2021-01-26,863.97,8.41,43.25
2021-01-27,862.95,8.43,43.40
2021-01-28,862.88,8.42,43.98
2021-01-29,865.81,8.49,44.32
2021-02-01,865.44,8.49,44.47
2021-02-02,863.97,8.59,44.13
2021-02-03,864.98,8.56,43.74
2021-02-04,865.89,8.61,43.95
2021-02-05,862.40,8.55,44.02
2021-02-08,860.25,8.60,44.32
2021-02-09,861.41,8.59,43.28
2021-02-10,860.47,8.55,43.18
2021-02-11,860.78,8.44,43.03
2021-02-12,863.26,8.44,43.15
2021-02-15,855.44,8.49,43.17
2021-02-16,854.58,8.42,42.47
2021-02-17,850.19,8.48,42.85
2021-02-18,845.08,8.54,43.20
2021-02-19,847.43,8.42,42.85
2021-02-22,841.91,8.46,43.24
2021-02-23,840.34,8.56,43.17
2021-02-24,840.90,8.59,43.23
2021-02-25,842.86,8.57,43.02
2021-02-26,839.84,8.52,43.27
2021-03-01,843.24,8.39,43.13
2021-03-02,848.30,8.37,43.40
2021-03-03,853.24,8.35,42.87
2021-03-04,859.03,8.32,42.39
2021-03-05,864.35,8.28,42.15
2021-03-08,859.70,8.26,42.19
2021-03-09,855.90,8.27,41.72
2021-03-10,855.38,8.27,41.99
2021-03-11,855.04,8.32,41.70
2021-03-12,854.85,8.42,41.30
2021-03-15,851.36,8.40,41.09
2021-03-16,858.95,8.34,41.05
2021-03-17,858.69,8.41,40.75
2021-03-18,852.64,8.43,40.65
2021-03-19,853.21,8.39,40.53
2021-03-22,849.61,8.34,40.46
2021-03-23,851.40,8.27,40.70
2021-03-24,857.59,8.33,40.38
2021-03-25,859.80,8.43,40.49
2021-03-26,857.54,8.39,40.19
2021-03-29,857.80,8.46,40.14
2021-03-30,863.44,8.43,40.10
2021-03-31,860.98,8.40,40.68
2021-04-01,859.46,8.41,40.68
2021-04-02,863.34,8.54,41.00
2021-04-05,861.39,8.62,40.98
2021-04-06,860.57,8.69,41.02
2021-04-07,862.02,8.54,41.43
2021-04-08,858.10,8.50,41.31
2021-04-09,859.64,8.53,41.60
2021-04-12,860.23,8.51,41.76
2021-04-13,857.52,8.47,41.68
2021-04-14,859.71,8.34,41.60
2021-04-15,857.16,8.40,41.33
2021-04-16,861.17,8.40,41.14
2021-04-19,858.85,8.37,41.25
2021-04-20,854.87,8.32,41.21
2021-04-21,860.39,8.34,41.06
2021-04-22,856.98,8.32,41.17
2021-04-23,864.72,8.34,40.98
2021-04-26,856.85,8.25,41.43
2021-04-27,860.79,8.29,41.40
2021-04-28,859.00,8.30,41.54
2021-04-29,856.62,8.27,41.59
2021-04-30,858.15,8.30,41.79
2021-05-03,860.26,8.28,42.21
2021-05-04,856.94,8.25,42.24
2021-05-05,858.99,8.33,42.51
2021-05-06,852.53,8.36,42.16
2021-05-07,856.57,8.31,42.46
2021-05-10,855.49,8.43,41.86
2021-05-11,856.02,8.38,41.82
2021-05-12,850.23,8.38,42.07
2021-05-13,845.42,8.32,42.45
2021-05-14,840.27,8.27,42.02
2021-05-17,845.54,8.28,42.31
2021-05-18,843.02,8.31,42.25
2021-05-19,846.10,8.26,42.03
2021-05-20,856.02,8.28,42.05
2021-05-21,862.76,8.18,42.23
2021-05-24,859.85,8.22,41.95
2021-05-25,863.37,8.20,41.23
2021-05-26,866.31,8.23,41.28
2021-05-27,870.54,8.29,41.27
2021-05-28,874.85,8.39,41.00
2021-05-31,870.31,8.44,40.42
2021-06-01,874.54,8.43,40.43
2021-06-02,872.78,8.46,40.36
2021-06-03,872.44,8.44,41.03
2021-06-04,877.40,8.39,41.11
2021-06-07,879.77,8.36,41.32
2021-06-08,878.30,8.33,41.69
2021-06-09,878.65,8.36,42.16
2021-06-10,880.85,8.39,41.35
2021-06-11,883.54,8.38,40.60
2021-06-14,880.54,8.42,40.45
2021-06-15,881.70,8.38,40.43
2021-06-16,880.23,8.47,40.79
2021-06-17,881.35,8.50,40.26
2021-06-18,883.22,8.50,40.08
2021-06-21,886.37,8.48,40.71
2021-06-22,886.98,8.49,40.33
2021-06-23,892.33,8.50,40.49
2021-06-24,893.30,8.54,40.55
2021-06-25,899.42,8.62,40.77
2021-06-28,894.49,8.62,41.02
2021-06-29,895.60,8.65,41.03
2021-06-30,902.14,8.65,40.91
2021-07-01,902.16,8.65,40.34
2021-07-02,904.27,8.63,40.06
2021-07-05,899.96,8.61,39.25
2021-07-06,898.29,8.67,39.15
2021-07-07,892.79,8.61,39.15
2021-07-08,885.47,8.55,39.11
2021-07-09,880.40,8.55,39.19
2021-07-12,877.71,8.51,39.02
2021-07-13,876.05,8.58,38.76
2021-07-14,878.40,8.55,38.96
2021-07-15,878.78,8.56,38.55
2021-07-16,881.39,8.64,39.05
2021-07-19,883.36,8.54,38.90
2021-07-20,880.48,8.54,38.96
2021-07-21,881.29,8.61,38.61
2021-07-22,881.83,8.49,38.75
2021-07-23,877.52,8.50,39.47
2021-07-26,881.03,8.61,39.05
2021-07-27,880.75,8.63,38.75
2021-07-28,881.83,8.60,38.48
2021-07-29,878.60,8.57,38.14
2021-07-30,878.33,8.68,37.89
2021-08-02,874.40,8.69,38.13
2021-08-03,883.79,8.79,38.96
2021-08-04,888.16,8.86,38.95
2021-08-05,889.28,8.88,39.33
2021-08-06,893.88,8.89,39.44
2021-08-09,889.28,8.86,39.26
2021-08-10,894.51,8.88,39.51
2021-08-11,898.00,8.78,39.55
2021-08-12,905.74,8.80,39.50
2021-08-13,900.07,8.95,39.85
2021-08-16,904.21,8.93,39.67
2021-08-17,900.23,8.92,39.42
2021-08-18,906.63,9.03,39.69
2021-08-19,909.23,9.02,39.75
2021-08-20,905.69,9.17,39.89
2021-08-23,911.35,9.07,40.19
2021-08-24,914.81,9.14,40.17
2021-08-25,925.12,9.16,40.18
2021-08-26,927.56,9.12,40.06
2021-08-27,927.88,8.95,40.25
2021-08-30,932.84,8.92,40.56
2021-08-31,935.47,8.99,40.30
2021-09-01,944.66,8.98,40.55
2021-09-02,943.79,8.85,40.30
2021-09-03,945.60,8.80,40.11
2021-09-06,940.76,8.75,39.58
2021-09-07,934.88,8.70,39.78
2021-09-08,927.41,8.71,40.36
2021-09-09,924.17,8.73,40.62
2021-09-10,922.87,8.91,40.46
2021-09-13,928.86,8.94,40.54
2021-09-14,925.60,8.98,40.17
2021-09-15,927.56,8.95,40.52
2021-09-16,926.29,8.96,40.65
2021-09-17,922.19,8.95,40.64
2021-09-20,917.52,8.94,40.76
2021-09-21,920.41,9.00,40.87
2021-09-22,919.81,8.95,41.51
2021-09-23,912.18,9.00,41.72
2021-09-24,916.57,9.15,41.88
2021-09-27,919.18,9.18,42.17
2021-09-28,915.63,9.26,42.05
2021-09-29,908.39,9.34,41.95
2021-09-30,914.60,9.36,42.13
2021-10-01,912.67,9.42,42.25
2021-10-04,913.75,9.42,42.21
2021-10-05,908.73,9.40,42.97
2021-10-06,915.46,9.44,42.51
2021-10-07,915.90,9.44,42.59
2021-10-08,918.24,9.51,42.56
2021-10-11,914.99,9.39,42.29
2021-10-12,919.79,9.53,42.47
2021-10-13,919.30,9.55,41.60
2021-10-14,912.62,9.46,41.20
2021-10-15,913.75,9.50,40.39
2021-10-18,923.07,9.57,40.67
2021-10-19,918.98,9.52,40.80
2021-10-20,915.85,9.60,40.98
2021-10-21,915.57,9.70,40.94
2021-10-22,913.75,9.62,40.63
2021-10-25,922.64,9.65,40.38
2021-10-26,916.66,9.67,40.10
2021-10-27,912.98,9.67,40.02
2021-10-28,908.68,9.69,39.80
2021-10-29,912.70,9.69,39.70
2021-11-01,915.84,9.71,39.85
2021-11-02,921.33,9.76,39.97
2021-11-03,922.95,9.72,40.03
2021-11-04,930.18,9.78,39.87
2021-11-05,924.66,9.76,39.54
2021-11-08,929.57,9.84,39.92
2021-11-09,927.63,9.70,39.53
2021-11-10,929.08,9.78,39.72
2021-11-11,929.79,9.79,39.83
2021-11-12,938.86,9.81,39.83
2021-11-15,942.02,9.72,39.84
2021-11-16,936.24,9.78,39.77
2021-11-17,938.62,9.70,40.51
2021-11-18,935.15,9.73,40.87
2021-11-19,932.23,9.73,40.84
2021-11-22,934.77,9.57,40.52
2021-11-23,937.64,9.61,40.51
2021-11-24,940.37,9.58,39.87
2021-11-25,933.35,9.67,39.59
2021-11-26,926.52,9.73,39.26
2021-11-29,921.28,9.75,38.97
2021-11-30,926.71,9.75,39.14
2021-12-01,921.97,9.77,39.42
2021-12-02,918.02,9.68,39.03
2021-12-03,917.98,9.84,38.40
2021-12-06,913.32,9.78,37.72
2021-12-07,917.89,9.81,37.41
2021-12-08,916.92,9.73,36.92
2021-12-09,915.20,9.79,37.00
2021-12-10,909.97,9.84,37.09
2021-12-13,905.12,9.96,36.62
2021-12-14,910.57,9.91,36.65
2021-12-15,914.64,9.85,36.48
2021-12-16,912.72,9.95,36.69
2021-12-17,913.65,9.99,36.57
2021-12-20,913.24,10.08,37.27
2021-12-21,916.21,10.02,37.37
2021-12-22,905.89,10.09,37.45
2021-12-23,902.60,10.13,37.11
2021-12-24,898.12,10.17,37.62
2021-12-27,895.91,10.14,37.42
2021-12-28,894.87,10.13,37.63
2021-12-29,894.79,10.10,37.43
2021-12-30,897.36,10.13,37.81
2021-12-31,897.11,10.09,38.15
2022-01-03,899.34,10.20,38.54
2022-01-04,902.59,10.21,38.52
2022-01-05,907.87,10.30,38.50
2022-01-06,914.64,10.27,38.23
2022-01-07,917.35,10.24,38.30
2022-01-10,919.27,10.30,38.20
2022-01-11,913.81,10.28,38.99
2022-01-12,919.39,10.38,38.56
2022-01-13,922.93,10.38,38.66
2022-01-14,914.99,10.56,38.39
2022-01-17,918.92,10.62,38.77
2022-01-18,924.47,10.63,38.43
2022-01-19,929.55,10.71,38.42
2022-01-20,931.60,10.73,38.14
2022-01-21,929.44,10.77,38.61
2022-01-24,927.04,10.86,38.38
2022-01-25,934.94,10.83,38.57
2022-01-26,934.95,10.79,38.89
2022-01-27,933.95,10.74,39.41
2022-01-28,933.65,10.70,39.65
2022-01-31,927.76,10.79,39.95
2022-02-01,931.27,10.81,39.75
2022-02-02,933.85,10.91,39.84
2022-02-03,926.32,11.13,40.25
2022-02-04,927.45,11.25,40.57
2022-02-07,924.77,11.26,40.26
2022-02-08,922.98,11.22,40.61
2022-02-09,924.44,11.30,40.62
2022-02-10,935.32,11.29,40.42
2022-02-11,931.56,11.40,39.70
2022-02-14,932.97,11.37,39.94
2022-02-15,927.89,11.34,39.88
2022-02-16,931.59,11.41,40.40
2022-02-17,931.55,11.35,40.78
2022-02-18,940.35,11.39,40.67
2022-02-21,944.20,11.42,40.43
2022-02-22,945.34,11.40,40.18
2022-02-23,957.07,11.44,40.37
2022-02-24,955.21,11.48,40.19
2022-02-25,959.51,11.57,40.38
2022-02-28,963.33,11.60,40.36
2022-03-01,964.45,11.67,40.33
2022-03-02,962.28,11.52,40.73
2022-03-03,959.70,11.56,40.49
2022-03-04,962.95,11.60,40.15
2022-03-07,971.81,11.63,40.36
2022-03-08,973.05,11.57,40.26
2022-03-09,982.41,11.48,40.14
2022-03-10,988.24,11.37,39.74
2022-03-11,986.43,11.35,39.50
2022-03-14,982.65,11.33,39.92
2022-03-15,977.78,11.50,40.10
2022-03-16,971.65,11.56,40.09
2022-03-17,973.37,11.74,40.43
2022-03-18,971.55,11.72,40.07
2022-03-21,972.49,11.66,40.38
2022-03-22,972.05,11.77,39.85
2022-03-23,968.96,11.82,39.95
2022-03-24,965.36,11.73,40.26
2022-03-25,960.44,11.79,40.29
2022-03-28,959.82,11.75,40.91
2022-03-29,957.43,11.50,40.85
2022-03-30,963.39,11.51,40.77
2022-03-31,972.02,11.52,40.57
2022-04-01,970.54,11.51,40.69
2022-04-04,977.66,11.55,41.07
2022-04-05,975.03,11.62,40.46
2022-04-06,969.39,11.61,40.71
2022-04-07,971.08,11.58,40.30
2022-04-08,974.60,11.36,40.31
2022-04-11,972.12,11.39,40.31
2022-04-12,974.81,11.43,40.74
2022-04-13,980.25,11.52,40.81
2022-04-14,981.44,11.65,40.81
2022-04-15,980.71,11.53,40.96
2022-04-18,983.41,11.64,40.86
2022-04-19,979.04,11.53,40.89
2022-04-20,978.47,11.58,41.03
2022-04-21,983.45,11.68,41.18
2022-04-22,973.94,11.65,41.49
2022-04-25,970.12,11.55,41.29
2022-04-26,971.40,11.51,41.12
2022-04-27,965.62,11.64,41.43
2022-04-28,960.23,11.45,41.48
2022-04-29,957.00,11.47,41.31
2022-05-02,958.28,11.51,40.70
2022-05-03,958.37,11.41,40.75
2022-05-04,960.73,11.40,41.01
2022-05-05,964.51,11.52,40.47
2022-05-06,966.03,11.61,40.61
2022-05-09,965.04,11.66,40.82
2022-05-10,974.37,11.78,40.11
2022-05-11,973.83,11.87,39.95
2022-05-12,974.96,11.90,39.51
2022-05-13,964.41,12.06,39.08
2022-05-16,962.34,12.11,39.28
2022-05-17,959.95,12.16,39.79
2022-05-18,965.65,12.09,39.77
2022-05-19,964.36,12.11,39.92
2022-05-20,963.90,12.16,39.78
2022-05-23,964.48,12.38,40.35
2022-05-24,960.65,12.20,40.02
2022-05-25,966.75,12.15,40.05
2022-05-26,966.84,12.22,39.98
2022-05-27,964.71,12.13,39.97
2022-05-30,964.75,12.14,40.12
2022-05-31,962.05,12.28,40.12
2022-06-01,970.88,12.18,39.89
2022-06-02,965.07,11.99,39.62
2022-06-03,963.41,11.91,39.93
2022-06-06,966.85,11.86,40.12
2022-06-07,963.45,11.87,39.73
2022-06-08,958.49,11.88,39.28
2022-06-09,955.83,12.02,39.69
2022-06-10,957.10,12.19,39.79
2022-06-13,961.98,12.23,39.79
2022-06-14,956.60,12.02,39.63
2022-06-15,957.68,12.02,39.41
2022-06-16,960.85,12.06,39.70
2022-06-17,958.57,12.18,39.68
2022-06-20,966.51,12.07,40.28
2022-06-21,972.73,12.04,40.19
2022-06-22,972.86,12.16,40.18
2022-06-23,961.53,12.16,40.55
2022-06-24,961.18,12.22,40.58
2022-06-27,953.57,12.31,40.41
2022-06-28,962.20,12.30,40.53
2022-06-29,960.91,12.24,40.53
2022-06-30,961.00,12.25,40.28
2022-07-01,950.55,12.25,39.88
2022-07-04,954.69,12.37,40.29
2022-07-05,954.08,12.35,40.11
2022-07-06,955.75,12.29,40.31
2022-07-07,956.74,12.32,40.13
2022-07-08,956.41,12.35,39.71
2022-07-11,958.62,12.49,39.81
2022-07-12,958.02,12.41,39.84
2022-07-13,950.07,12.46,39.55
2022-07-14,946.79,12.31,39.72
2022-07-15,950.81,12.33,39.80
2022-07-18,955.10,12.48,39.68
2022-07-19,956.21,12.50,39.79
2022-07-20,951.96,12.55,39.74
2022-07-21,949.37,12.52,39.25
2022-07-22,953.87,12.45,39.60
2022-07-25,950.29,12.56,39.50
2022-07-26,947.92,12.65,39.71
2022-07-27,942.46,12.62,39.52
2022-07-28,939.85,12.64,39.70
2022-07-29,935.63,12.59,40.10
2022-08-01,943.25,12.53,40.22
2022-08-02,940.72,12.49,40.75
2022-08-03,938.85,12.50,40.25
2022-08-04,934.90,12.52,40.33
2022-08-05,934.56,12.41,40.59
2022-08-08,930.02,12.32,40.89
2022-08-09,928.16,12.17,41.08
2022-08-10,929.25,12.28,40.67
2022-08-11,929.48,12.31,40.93
2022-08-12,925.10,12.41,41.12
2022-08-15,930.12,12.46,41.34
2022-08-16,932.26,12.31,41.16
2022-08-17,937.61,12.34,41.25
2022-08-18,935.56,12.37,40.76
2022-08-19,937.94,12.40,40.45
2022-08-22,939.82,12.38,40.35
2022-08-23,940.30,12.29,39.93
2022-08-24,927.03,12.28,40.01
2022-08-25,928.26,12.28,39.98
2022-08-26,927.51,12.29,39.91
2022-08-29,924.22,12.42,40.06
2022-08-30,918.62,12.48,40.17
2022-08-31,920.76,12.47,40.26
2022-09-01,915.30,12.36,40.67
2022-09-02,915.37,12.25,40.49
2022-09-05,902.10,12.20,40.94
2022-09-06,903.72,12.11,40.87
2022-09-07,907.49,12.17,41.22
2022-09-08,911.66,12.27,40.97
2022-09-09,910.86,12.13,40.89
2022-09-12,915.97,12.26,40.79
2022-09-13,922.30,12.34,40.87
2022-09-14,927.21,12.37,41.31
2022-09-15,928.37,12.44,41.32
2022-09-16,928.63,12.52,41.16
2022-09-19,932.46,12.41,41.12
2022-09-20,927.64,12.48,41.14
2022-09-21,930.40,12.47,41.38
2022-09-22,927.56,12.59,40.97
2022-09-23,934.12,12.61,40.67
2022-09-26,941.40,12.65,40.60
2022-09-27,940.44,12.68,40.92
2022-09-28,944.29,12.59,40.50
2022-09-29,938.83,12.72,40.55
2022-09-30,931.70,12.56,40.74
2022-10-03,930.48,12.63,40.85
2022-10-04,932.90,12.64,40.37
2022-10-05,938.61,12.73,40.66
2022-10-06,938.29,12.73,40.49
2022-10-07,935.85,12.76,40.34
2022-10-10,941.21,12.73,40.69
2022-10-11,938.96,12.63,41.08
2022-10-12,937.42,12.62,41.06
2022-10-13,940.26,12.75,41.27
2022-10-14,937.52,12.70,41.48
2022-10-17,943.03,12.64,41.01
2022-10-18,940.85,12.67,41.03
2022-10-19,945.90,12.65,40.73
2022-10-20,945.14,12.55,40.80
2022-10-21,949.24,12.56,40.67
2022-10-24,955.56,12.44,40.43
2022-10-25,968.81,12.38,40.63
2022-10-26,968.97,12.24,40.70
2022-10-27,968.05,12.19,40.84
2022-10-28,966.21,12.12,40.73
2022-10-31,962.68,12.31,40.55
2022-11-01,964.82,12.31,40.32
2022-11-02,968.43,12.30,40.58
2022-11-03,960.67,12.23,39.86
2022-11-04,960.46,12.25,39.35
2022-11-07,956.46,12.34,39.16
2022-11-08,956.59,12.42,39.13
2022-11-09,962.01,12.40,39.19
2022-11-10,960.66,12.40,39.12
2022-11-11,960.16,12.37,39.26
2022-11-14,957.48,12.42,39.15
2022-11-15,958.04,12.35,39.27
2022-11-16,954.93,12.29,39.73
2022-11-17,952.40,12.33,39.83
2022-11-18,954.26,12.43,40.07
2022-11-21,946.88,12.41,40.17
2022-11-22,941.25,12.37,40.04
2022-11-23,935.86,12.30,40.12
2022-11-24,939.10,12.24,40.28
2022-11-25,940.71,12.42,40.60
2022-11-28,934.89,12.61,40.41
2022-11-29,930.80,12.55,40.43
2022-11-30,926.80,12.47,40.66
2022-12-01,922.20,12.48,40.05
2022-12-02,919.35,12.49,40.03
2022-12-05,922.88,12.64,40.11
2022-12-06,923.00,12.76,40.46
2022-12-07,924.98,12.80,39.86
2022-12-08,919.09,12.80,40.17
2022-12-09,912.18,12.83,40.15
2022-12-12,916.03,12.88,40.14
2022-12-13,915.42,12.79,40.59
2022-12-14,915.68,12.81,40.90
2022-12-15,916.46,12.76,41.16
2022-12-16,918.00,12.81,41.24
2022-12-19,910.36,12.79,41.15
2022-12-20,916.01,12.80,41.48
2022-12-21,907.49,12.83,41.01
2022-12-22,903.68,12.79,41.12
2022-12-23,902.00,12.58,40.82
2022-12-26,898.81,12.67,40.98
2022-12-27,896.56,12.75,41.63
2022-12-28,902.41,12.69,41.01
2022-12-29,901.06,12.80,40.56
2022-12-30,905.30,12.86,40.17
2023-01-02,906.16,12.78,39.85
2023-01-03,906.51,12.64,40.07
2023-01-04,913.33,12.68,40.20
2023-01-05,915.07,12.69,40.15
2023-01-06,918.10,12.71,40.54
2023-01-09,917.89,12.73,40.85
2023-01-10,919.51,12.71,40.91
2023-01-11,918.86,12.77,41.21
2023-01-12,915.75,12.90,41.38
2023-01-13,917.56,12.95,42.08
2023-01-16,912.48,13.08,41.87
2023-01-17,912.45,12.99,41.70
2023-01-18,915.34,12.91,41.04
2023-01-19,911.77,12.73,40.39
2023-01-20,913.75,12.66,40.55
2023-01-23,913.37,12.63,40.95
2023-01-24,917.11,12.38,41.01
2023-01-25,913.12,12.40,41.66
2023-01-26,919.62,12.33,41.33
2023-01-27,918.92,12.36,41.80
2023-01-30,917.28,12.33,42.06
2023-01-31,920.06,12.33,42.00
2023-02-01,922.60,12.24,42.45
2023-02-02,922.48,12.31,42.57
2023-02-03,912.98,12.22,42.49
2023-02-06,908.23,12.22,43.11
2023-02-07,903.34,12.29,42.37
2023-02-08,898.71,12.18,42.61
2023-02-09,902.08,12.02,42.25
2023-02-10,895.14,11.94,41.82
2023-02-13,895.10,11.81,41.87
2023-02-14,886.48,11.90,42.09
2023-02-15,891.35,12.02,41.67
2023-02-16,888.46,11.98,41.60
2023-02-17,885.19,11.95,41.70
2023-02-20,876.16,11.82,41.45
2023-02-21,883.04,11.66,41.58
2023-02-22,881.83,11.74,41.07
2023-02-23,883.26,11.89,41.13
2023-02-24,878.77,11.70,40.81
2023-02-27,884.67,11.74,41.23
2023-02-28,885.62,11.80,41.62
2023-03-01,881.31,11.83,41.99
2023-03-02,877.47,11.86,42.21
